Observation ID,Date,Time,Troop,Observers,Location,Latitude,Longitude,Rain Type,Temperature,Cloud Cover,Wind,Den Type,Land Use,Wilderness,Park Habitat,Count,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant stage,Identifiable Individuals,Number sick,Confidence,Sick/Complete count (Y/N),Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,# Feces,Urine,Anal Gland Secr.,Group extinction,Mix,Split,#Dispersal M,#Disperse F,Troop Name,See troop notes,AM/PM,Time up,Not seen,Comments
CCH020718,2-Jul-18,8:14,CCH,LS,Lawn in front of guest dining at CCH,-17.82767,25.13674,No Rain,,0,No,,Lodge,Cultivated (lawn),,31,No,,2,,,,"BM51618, BM51718",1,High,N,5,"Ad severaly emaciated, fur is falling out with bald spots and no bands on back, cannot keep up with troop, very lethargic, does not forage and slow to run away from human presence.",2,Ad with RC with limping back legs. Ad with right red and orange ear tags bearing no weight on right foot.,No,,,,,,,,,,,,,,Sunbathing. Ad with right red and orange ear tags. Both RC seen. One RC with right red and orange ear tags. 
KUBU020718,2-Jul-18,16:30,KUBU,"LS, SD",Under pool deck of River View Lodge,-17.79373,25.2325,No Rain,,0,No,Deck,Lodge,Cultivated (lawn),,40,No,,1,,,,"BM35716, BM50818, BM50918, BM51118",0,High,NA,NA,NA,0,NA,Yes,3 (extra) 17 collected the next morning,,,,,,,,,,,,,"Feces not solid.  RC seen. Ad w/ left brown? (very dirty) and maybe right yellow? Ad left blue and right purple. Ad. w/ bottom purple, top missing.  Ad. w/ left top red/orange.  Ad. w/ right yellow and left green. "
KWA030718,3-Jul-18,8:50,KWA,"LS, RK",Woodpile behind guest chalet #37 and #38 at Kwalape,-17.79862,25.21674,No Rain,,0,Slight,"Hole in ground, woodpile ",Lodge,Heavily degraded ,,16,No,,6,,,,"BM49418, BM40317, BM49618, BM49518",0,High,NA,NA,NA,0,NA,Yes,4,,,,,,1,,,,,,,Both RC seen.  Other RC with right grey. Ad. w/ right grey (dirty). BM40317 old KWA male with RC back in troop
CCH030718,3-Jul-18,16:40,CCH,"LS, KV",Under water containers by CCH trash area,-17.82771,25.13796,No Rain,,0,Slight,Water containers ,Lodge,Buildings,,10,No,,,,,,BM51618,1,High,N,3,RC w/ right swollen limping foot,0,NA,Yes,10,,,,,,,,,,,,,LS and KV trying to capture sick/dying individual. RC w/ swollen limping foot. Most of the troop already in den. 
KWA040718,4-Jul-18,8:05,KWA,LS,Tool shed building next to staff kitchen and trash area at Kwalape,-17.79818,25.21785,No Rain,,0,Very,,Lodge,Buildings,,19,No,,3,,,,"BM49518, BM49418, BM49618",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC seen. w/ right green ear tag? (dirty) no left. Ad. w/ right grey ear tag no left. RC seen w/ left red tag. 
TBE040718,4-Jul-18,9:00,TBE,LS,Woodpile by staff parking at Thebe,-17.78608,25.18113,No Rain,,0,Very,Building material,Lodge,Buildings,,12,No,,2,,,,"BM52318. BM52618, BM5218",ND,NA,NA,NA,NA,ND,NA,Yes,9,,,,,,,,,,,,,"SA w/ right top dark blue, bottom sky blue and left yellow.  SA w/ right dark blue/sky blue left red. RC seen w/ right dark blue/sky blue and no left tags"
MOW040718,4-Jul-18,9:25,MOW,LS,Woodpile next to trash area at Mowana,-17.78263,25.15992,No Rain,,0,Very,Building material,Lodge,Buildings,,19,No,,3,,,,"BM53318, BM53518, BM41117",0,High,NA,NA,NA,0,NA,Yes,15,,,,,,,,,,,,,RC seen w/ right orange/purple and left green.  Ad. w/ right orange/purple and left pink.  Ad. w/ right yellow and left purple
ODH040718,4-Jul-18,11:45,ODH,LS,Trash area across from Hospital labs,-17.80061,25.1505,No Rain,,0,Very,,Urban ,Buildings,,35,No,,1,,,,BM51318,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,RC seen 
CCH040718,4-Jul-18,15:40,CCH,"LS, KV, LZ",Trash area at CCH,-17.82776,25.13845,No Rain,,0,Slight,,Lodge,Buildings,,3,No,,2,,,,,1,High,N,5,Individual with open lesions on face.,0,NA,No,,,,,,,,,,,,,,"LS, KV capturing sick/dying individual. Troop ran off "
ODH040718,4-Jul-18,16:22,ODH,"LS, KV",Outside of the fence of the Ministry of Transportation,-17.80141,25.15031,No Rain,,2,Very,,Urban ,Buildings,,21,No,,4,,,,BM51318,0,Low,NA,NA,NA,1,Male with crooked tail,Yes,7,,,,,,,,,,,,,Male with crooked tail. 4 mating pairs. RC seen with right grey and pink ear tags.
CSL040718,4-Jul-18,17:21,CSL,"LS, RK",Parking lot in front of CSL,-17.80597,25.14697,No Rain,,0,Very,Building material,Lodge,Buildings,,32,No,,7,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,"Den is under CSL Bar deck (-17.80560, 25.14622) entrance is on river bank cliff facing Chobe river."
WDL050718,5-Jul-08,9:00,WDL,LS,Scrap heap on the corner of Plateau and Sedudu Road,-17.80877,25.15655,No Rain,,0,Very,Scrap Heap ,Residential ,Buildings,,16,No,,2,,,,"BM41917, BM54018, BM53918",0,Low,NA,NA,NA,0,NA,Yes,10,,,,,,,,,,,,,RC seen with right black and left red? (dirty) Ad. with 2 right pink ear tags. Ad. w/ 2 right pink and left yellow \
PLAT050718,5-Jul-18,9:40,PLAT,LS,Fire department apartment complex off of Sedudu Road by Kasane Resevoir Facility,-17.80182,25.1562,No Rain,,0,Very,French Drain,Residential ,Buildings,,10,No,,,,,,,0,Low,NA,NA,NA,0,NA,Yes,6,,,,,,,,,,,,,"Denning at different location across the street at -17.80171, 25.15705. RC seen. Ad. w/ right red tag? (dirty) - no left.  Most of troop ran off "
CCH050718,5-Jul-18,14:40,CCH,"LS, KV",Water containers near trash area at CCH,-17.83794,25.13817,No Rain,,70,Slight,,Lodge,Buildings,,14,No,,1,,,,BM52118,1,High,N,5,Dying sick juvenile,0,NA,No,,,,,,,,,,,,,,Ad. w/right red/orange and left grey or purple? Trying to capture dying/sick mongoose
CSL060718,6-Jul-18,8:09,CSL,"LS, SD",Under the bar deck at CSL,-17.80563,25.14617,No Rain,,85,Slight,Building material,Lodge,Buildings ,,22,No,,,,,,BM48217,0,Low,NA,NA,NA,0,NA,Yes,23,,,,,,,,,,,,,Ad. w/ one right and one left (cannot distinguish color). Ad. w/ blue/yellow right and left yellow
CSL060718,6-Jul-18,10:30,CSL,"LS, EF, SD",Rock wall by bridge to staff dining quarters,-17.80645,25.14639,No Rain,,30,Very,Rock Wall,Lodge,Buildings,,26,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,RC seen. Right red ear tag.  Painting mongoose for identification. ID codes: DS(dot on back) LS(left shoulder) RS(right shoulder)
CSL060718,6-Jul-18,16:15,CSL,"LS, SD",Running from staff workshop buiding to campsite ambulition at CSL,-17.80838,25.14558,No Rain,,40,Very,"Hole in the ground, under metal sheet",Lodge,Buildings,,30,No,,,,,,"BM48217, BM50518, BM50618",ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,"Den as 5 entry points (-17.80830, 25.14598) Paint marking - gave 2 eggs.  4 newly marketd individuals and one marked ind added to.  RT-right thigh, BS - back streak, RT - right thigh (requires add. Marking), LR - Left rib, RS - right shoulder + LT left thigh. RC seen. Ad w/ right red ear tag. Ad. w/ left yellow right yellow/blue. "
KUBU090718,9-Jul-18,9:40,KUBU,"LS, SD","Pool deck of River View Lodge, also where they den",-17.79376,25.23262,No Rain,,95,Slight,Pool Deck,Lodge,Cultivated (lawn),,29,No,,,,,,BM35716,1,Low,Y,1,Ad. Left orange/yellow? No right with a pig nose ,1,Ad with both back legs dragging ,No,,,,,,,,,,,,,,Ad. Left orange/yellow? No right tag (pig nose).  RC seen.  Ad. w/ left purple/black? No right.  Ad. With both back legs dragging. Ad. w/ right purple and left green tags.  Ad. w/ right orange and left green ear tags. 
KWA090718,9-Jul-18,10:11,KWA,"LS, SD",Across street from Kwalape 15m from Chobe River,-17.79502,25.21996,No Rain,,95,Slight,,Undeveloped,Slightly Degraded ,Degraded riparian forest,16,No,,1,,,,"BM49518, BM49418",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Both RC seen. One RC w/ right yellow tag.  
TBE090718,9-Jul-18,10:40,TBE,"LS, SD",Bush behind Savanah Pub,-17.78532,25.17123,No Rain,,80,Slight,,Undeveloped,Heavily degraded ,Open shrubland ,11,No,,2,,,,"BM52418, BM52318, BM52618",0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC seen. Left yellow tag w/ 2 on right blue/sky blue.  Left red or orange tag
ODH090718,9-Jul-18,12:15,ODH,"LS, RH, AI, AN, P",In front of Good Hope Clinic,,,No Rain,,,,,Urban ,Buildings,,16,No,,,,,,BM51318,ND,NA,NA,NA,NA,ND,NA,,,,,,,,,,,,,,,RC seen 
CCH100718,10-Jul-18,9:33,CCH,"LS, SD",On the lawn of guest house at CCH,-17.82786,25.13682,No Rain,,55,Very,,Lodge,Cultivated (lawn),,18,No,,1,,,,BM52118. BM51618,1,High,N,5,Ad. w/ pig nose,1,Ad. Limping right front foot,No,,,,,,,,,,,,,,Ad. w/ limping right front foot. Ad. w/ right red and orange and left purple ear tags.  RC seen w/ right red and orange. Second RC seen.  Ad. With pig nose
WDL100718,10-Jul-18,10:30,WDL,"LS, SD",In the bush surounded by residential area between Plateau Rd and Sedudu,-17.80731,25.15702,No Rain,,45,Very,,Residential ,Slightly Degraded ,Shrubland thicket,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,Troop unseen in bush with elephant nearby unable to walk on foot
PLAT0100718,10-Jul-18,11:00,PLAT,"LS, SD","Ran into den (-17.80119, 25.15784) at Kasane Resevoir facility",-17.8006,25.15811,No Rain,,50,Very,Scrap Heap ,Residential ,Heavily degraded ,,10,No,,,,,,"BM45917, BM53618, BM53718, BM53818",1,High,Y,3,Nose and face scars,0,NA,No,,,,,,,,,,,,,,Three RCs seen. Ad. w/ right yellow and left red ear tags.  Ad. w/ right yellow/green and left blue ear tags. Sub ad. RC w/ two right green and left red. 
MOW100718,10-Jul-18,11:50,MOW,"LS, SD",Parking lot of MOW,-17.78329,25.15894,No Rain,,20,Very,,Lodge,Buildings,,29,No,,2,,,,"BM53418, BM32216, BM36816, BM36816, BM53518, BM53318, BM45417, BM53118, BM41117",2,High,Y,3to4,"Ad. w/ face scars and slightly swollen nose, Ad. w/ open face wound from eye to jaw",0,NA,No,,,,,,,,,,,,,,Ad. w/ right yellow and no left. Ad. w/ right orange/purple and left orange. RC seen with no tags.  Ad. w/ band (not RC). Ad. w/ right orange/purple and left red.  RC seen w/ right puple/orange and left blue.  Ad. w/ right orange and left orange.  RC seen w/ right purple/orange.  Ad. w/ right yellow and left purple. 
CSL10718,10-Jul-18,13:15,CSL,"LS, SD",Staff workshop buidings at CSL,-17.8075,25.14635,No Rain,,50,Very,,Lodge,Buildings,,29,No,,,,,,"BM48211, BM50618",ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,"RC seen.  Ad. w/ right blue/yellow and left yellow. Ad. w/ right red. Ate 3/4 of egg and 2 small pieces of chicken.  Newly painted individuals - RR right rib, BSLR back streak + left rib, BDL back dot + leg"
TBE100718,10-Jul-18,15:30,TBE,LS,Next to main road across from Seboba by Sefalana,-17.78388,25.17359,No Rain,,75,Slight,,,,,18,No,,,,,,BM52418 ,0,Low,NA,NA,NA,1,NA,No,,,,,,,,,,,,,,RC seen
ODH100718,10-Jul-18,16:48,ODH,"LS, AI",In Builder's World parking lot under buildin materials to the right side.,-17.79638,25.15541,No Rain,,70,Slight,Building material,Urban ,,,17,No,,,,,,,1,High,Y,3,Ad. w/ swollen nose and face from eye to nose appear to be peeling ,0,NA,No,,,,,,,,,,,,,,Most in den. Ad. Trying to get black substance off his left back foot. 3 pairs mating.
KWA100718,10-Jul-18,17:46,KWA,"LS, AI",Building material piles inside Elephants without Borders complex,-17.79602,25.21939,No Rain,,65,No,Building material,Urban ,Buildings,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen but signal coming from building material pile, mos likley denning"
KUBU100718,10-Jul-18,18:03,KUBU,"LS, AI",Under pool deck at River View Lodge,-17.79371,25.23234,No Rain,,85,No,Pool Deck,Lodge,Cultivated (lawn),,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,Troop heard and ran deeper under deck but unseen
KUBU110718,11-Jul-18,13:14,KUBU,"LS, EF ",Undeveloped property infront of croc farm,-17.796,25.23111,No Rain,,17,,Scrap Heap (pipe) ,Residential ,Heavily degraded ,Degraded canopy forest,35,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Ad. w/ right orange ear tags. 
KWA110718,11-Jul-18,13:41,KWA,"LS, EF",At campsite ambulition at Kwalape,-17.79849,25.21718,No Rain,,15,Slight,,Lodge,Buildings,,14,No,,2,,,,"BM49418, BM49518",0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC seen w/ left red ear tag. RC w/ right yellow ear tag. Ad. Seen using tools - smashing item against cement wall. Alarm calls heard 
TBE110718,11-Jul-18,14:21,TBE,"LS, EF",At Beyond property next to Savanah Pub,-17.78517,25.17258,No Rain,,15,No,Rocks,Lodge,Cultivated (lawn),Gardens/lawn,21,No,,,,,,BM52318 ,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,Ad. w/ sky blue/dark blue and left yellow ear tags
ODH110718,11-Jul-18,15:12,ODH,LS,Behind Good Hope Clinic by blue shipping container,-17.79253,25.15593,No Rain,,30,Slight,Shipping container,Urban ,Buildings,,23,No,,,,,,BM51318,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,RC seen w/ right grey ear tag
UNK110718,11-Jul-18,17:12,UNK,LS,Shipping container to the left of Pangolin,-17.81101,25.1548,No Rain,,25,Slight,Building material and Shipping container,Urban ,Buildings,,31,No,,,1,,,,0,High,NA,NA,NA,1,NA,No,,,,,,,,,,,,,,No RC or tags seen.  Some of the troop is denning under metal buidling material pile while others denning under shipping container. Ad. w/ last quarter of tail missing
CSL120718,12-Jul-18,9:15,CSL,"LS, SD, RH",In the bush at a southeast direction from the Chobe Safari lodge main entrance,-17.805656,25.1472,No Rain,,,Slight,,Undeveloped,Slightly Degraded ,Shrubland thicket,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,Troop unseen in the bush
CCH120718,12-Jul-18,9:43,CCH,"LS, SD, RH",In the bush approximately 100 meters east of the staff entrance of CCH,-17.82919,25.13908,No Rain,,65,Slight,,Undeveloped,Pristine,Shrubland thicket,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,Troop unseen but frequeny coming from the bush
MOW12018,12-Jul-18,10:50,MOW,"LS, AN",Woodpile next to trash area at Mowana,-17.78262,25.15982,No Rain,,95,Slight,Scrap heap/woodpile,Lodge,,,22,No,,,,,,"BM53318, BM32216, BM53418, BM41117",1,High,Y,1,Ad. BM41117 with swollen nose.,0,NA,No,,,,,,,,,,,,,,RC seen w/ right orange/purple and left (cant see left color). 2nd RC seen with no tags. Ad. w/ right yellow no left. Ad. w/ right yellow and left purple tag with pig nose.
WDL120718,12-Jul-18,12:05,WDL,"LS, AN",Resident property 826 off of Plateau Rd,-17.81017,25.15615,No Rain,,90,Slight,,Residential ,Buildings,,4,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Cannot see rest of troop because they are behind walls of resident property
PLAT120718,12-Jul-18,15:00,PLAT,"LS, EF",Inside Kasane Resevoir Facility,-17.80158,25.15778,No Rain,,55,Slight,,Urban ,Buildings,,9,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Most of troop running and unseen
TBE120718,12-Jul-18,15:23,TBE,"LS, EF",Wood pile near Thebe staff parking,-17.78601,25.18116,No Rain,,80,Slight,,Lodge,Buildings,,13,No,,2,,,,BM44617 (SEF troop not TBE),1,High,N,3,"Face scars (Right blue, left ripped out)",0,NA,No,,,,,,,1,,,,,,,"BM44617 from SEF with Thebe now.  Ad. w/ face scars, right sky blue/dark blue and left ear tag ripped out"
KUBU120718,12-Jul-18,15:38,KUBU,"LS, EF",Resident's yard directly across from Bakwena Lodge,-17.79552,25.23545,No Rain,,80,Slight,Hole in the ground ,Residential ,Buildings,,25,No,,2,,,,"BM28016, BM3716",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC seen. Denning under the Residents's house in a hole in the groud (1 entrance). 2d RC seen.
KWA120718,12-Jul-18,15:55,KWA,"LS, EF",Trash area at KWA,-17.79815,25.21783,No Rain,,90,No,Workshop building next to trash area ,Lodge,Buildings,,15,No,,4,,,,"BM49618, BM49518, BM49418, BM40317",0,High,NA,NA,NA,1,NA,No,,,,,,,,,,,,,,Right pink ear tag. RC seen with right yellow tag with right foot limp.  RC seen with left pink tag. 3rd RC seen.
ODH120718,12-Jul-18,16:26,ODH,"LS, EF",Inside Ministry of Transportation,-17.80153,25.15034,No Rain,,85,,Building,Urban ,Buildings,,26,No,,4,,,,BM51318,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC seen. Right light blue
CSL120718,12-Jul-18,17:28,CSL,"LS, EF",Inside police station shed (back of property),-17.0433,25.1916,No Rain,,,No,Building,Urban ,Buildings,,4,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Most of troop denning 
ODH130718,13-Jul-18,7:45,ODH,"LS, AI, AN","Outside Ministry of Transportation, running toward hospital",-17.80153,25.15034,No Rain,,,,,Urban ,Buildings,,22,No,,,,,,BM51318,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC seen 
PAN130718,13-Jul-18,8:15,PAN,"LS, KV",Shipping container next to Pangolin,-17.81117,25.15484,No Rain,,0,Slight,Building material (shipping container),Residential ,Buildings,,20,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,Capturing. Captured 3 individuals ( all juveniles no RC added). Ad. w/ quarter of tail.  This troop has been named as the Pangolin troop.
CSL140718,14-Jul-18,15:00,CSL,LS,Under the walking bridges leading to main CSL lodge,-17.806146,25.146154,No Rain,,,Slight,Rock Wall,Lodge,Buildings,,16,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,Foraging and denning
UNK140718,14-Jul-18,15:15,UNK,LS,Marina staff parking lot,-17.800961,25.149212,No Rain,,,Slight,,Lodge,Buildings,,6,Yes,,,,,,,0,High,NA,NA,NA,0,NA,No,,,,,,,,,1,,,,,Possibly a small troop that was temporarily separated from ODH?
WDL150718,15-Jul-18,9:12,WDL,LS,Right of the road next to CARACAL's World of Widlife sign in front of Craft Center,-17.8098,25.15273,No Rain,,,Slight,Culvert,Undeveloped,Heavily degraded ,,9,No,,2,,,,"BM54218, BM41917, BM53918",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Sunbathing and coming out of den under the road to the CARACAL that passes the Craft Center
PAN150718,15-Jul-18,16:50,PAN,"LS, EF, RK",Shipping containers next to pangolin,-17.81104,25.15474,No Rain,,0,Slight,Building,Lodge,Buildings,,19,No,,1,1,,,"BM54718, BM54818, BM55218, BM55118, BM55018, BM54918",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,"2 dens - one is a metal pile and the other is the workshop building inside Pangolin staff area (-17.81066, 25.15489). Right purple/green left green. Right purple/green, left yellow. Rigt purple/green, left yellow/blue. Right purple/green, left pink x2.  Right purple/green, left pink/yellow. Right purple/green, left sky blue"
PAN180718,18-Jul-18,8:56,PAN,"LS, SD",Feces collected at slash pile next to shipping container next to pangolin,-17.81119,25.15458,No Rain,,80,Very,Slash Pile,Lodge,Heavily degraded,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,Yes,14,,,,,,,,,,,,,Troop unseen in bush frequency coing from southwest from Pangolin
WDL180718,18-Jul-18,9:30,WDL,"LS, SD","Coming out of scrap pile in resident's yard on Sedudu Rd, off of Plateau Rd. ",-17.80878,25.15646,No Rain,,75,Very,Scrap Heap,Residential ,Buildings,,10,No,,,,,,"BM54218, BM53918, BM54318, BM54018, BM41917, BM54118",0,High,NA,NA,NA,0,NA,Yes,4,,,,,,,,,,,,,"RC seen w/ right pink x2.  Right pink x2, left yellow.  Right pink x2, left green? Right pink x2, no left. 2nd RC seen. Right pink x2, left sky blue"
CCH180718,18-Jul-18,10:15,CCH,"LS, SD",Feces collected at staff parking by trash area at CCH,-17.82764,25.13804,No Rain,,80,Very,,Lodge,Buildings,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,Yes,12,,,,,,,,,,,,,Troop unseen in bush. Frequency coming from southeast direction from CCH into bush. 
KUBU180718,18-Jul-18,11:00,KUBU,"LS, SD",Undevelped area between Bakwena lodge and Chobe River Gardens ,-17.79479,25.23441,No Rain,,90,Slight,,Undeveloped,Heavily degraded,,2,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,
KWA180718,18-Jul-18,11:50,KWA,"LS, SD",Inside Mikes property along the river,-17.79668,25.22307,No Rain,,90,Slight,Shed,Residential ,Buildings,,18,No,,,,,,"BM49418, BM49518",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC w/ left red.  2nd RC with right ear tag (color unknown). Denning in a shed building.
PLAT180718,18-Jul-18,16:50,PLAT,"LS, RK",Inside Kasane resevoir facility,-17.81064,25.15772,No Rain,,90,Slight,,Urban,Buildings,,6,No,,,,,,,0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,"No frequency for PLAT1 collar possible the troop has se[erated temporarily. Right 2 tags, top yellow, bottom unknown, left purple? RC seen - collar looked new. "
TBE180718,18-Jul-18,17:13,TBE,"LS, RK",Culvert in front of District Supples Depot Department of supplies,-17.78467,25.17353,No Rain,,85,Slight,Culvert,Urban,Buildings,,6,No,,,,,,BM52518,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,"Right sky blue/ blue, no left with face scars. Most of troop unseen and in den."
MOW180718,18-Jul-18,17:27,MOW,"LS, RK",Woodpile by trash area at MOW,-17.78248,25.15953,No Rain,,95,Very,Scrap Heap,Lodge,Buildings,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,Troop unseen but heard from within den.
ODH180718,18-Jul-18,17:50,ODH,"LS, RK",Inside Ministry o Transportation,-17.80183,25.15074,No Rain,,100,Slight,Building,Urban,,,23,No,,4,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,"Multiple den sites are being used, that are next to each other: 1. undrneath concrete slab. 2. Tin shed. 3. Green painted metal building (property adjacent to Ministry of Transport). 4. Ministry of Transport building. Most of troop uneen and denning."
CSL180718,18-Jul-18,18:30,CSL,"LS, RK",Behind Choppie's ,-17.80527,25.14767,No Rain,,100,Slight,,Urban,Heavily degraded,Degraded riparian forest,Not seen but strong signal,,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,Frequency coming from west of Choppies's in the direction of Chobe River. Troop unseen in bush behind Choppie's. 
KWA190718,19-Jul-18,8:20,KWA,"LS, KV",Slash pile behind chalet #39 at KWA,-17.79859,25.71671,No Rain,,100,No,Slash Pile,Lodge,Buildings,,16,No,,,,,,,0,Low,NA,NA,NA,0,NA,Yes,15,,,,,,,,,,,,,"RC seen, no tags.  Right red, no left. Most of troop in den."
ODH190718,19-Jul-18,11:30,ODH,"LS, EF",Behind Ministry of Transport on Nunga Rd,-17.80186,25.15103,No Rain,,98,Slight,,Residential ,Buildings,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,Yes,7,,,,,,,,,,,,,"Troop unseen, feces collected "
MOW19018,19-Jul-18,12:00,MOW,"LS, EF",Woodpile by trash area at MOW,-17.78248,25.15954,No Rain,,98,Very,Scrap Heap,Lodge,Buildings,,23,No,,1,,,,,0,Low,NA,NA,NA,0,NA,Yes,3,,,,,,,,,,,,,Most of troop in den
PLAT190718,19-Jul-18,13:40,PLAT,"LS, EF",Rubble pile inside Kasane Resevoir Facility,-17.80137,25.15778,No Rain,,50,Slight,Scrap Heap,Urban,Buildings,,5,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Most of troop in den
WDL190719,19-Jul-18,14:09,WDL,"LS, EF",In bush north of pangolin,-17.81161,25.15461,No Rain,,30,Slight,,Undeveloped,Slightly Degraded ,Shrubland Thicket,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, frequency coming from bush. "
KUBU200718,20-Jul-18,8:30,KUBU,"LS, EF",Pool deck at River View Lodge,-17.79377,25.23242,No Rain,,100,No,Pool deck,Lodge,Cultivated (lawn),,9,No,,,,,,,0,Low,NA,NA,NA,0,NA,Yes,34,,,,,,,,,,,,,Denning. RC seen. Most of troop in den. 
TBE200718,20-Jul-18,9:50,TBE,"LS, EF",Building in front of Sefelana,-17.78466,25.17424,No Rain,,100,Very,Building,Urban,Buildings,,12,No,,,,,,"BM52418, BM52818",0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Denning 
FOR200718,20-Jul-18,10:43,FOR,LS,Sedudu Rd about 200 meters south of Kasane Reservoir Facility. ,-17.80382,25.1565,No Rain,,100,Very,Metal shed and adjacent scrap heap,Residential ,Buildings,,9,No,,2,,,,BM44717,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,1,,,,"From Sedudu Rd troop ran into den (-17.80215, 25.15621). Captured 2 and recaptured 1 with right green tag (removed). No frequency picked up but RC seen with left red and no right. PLAT troop came and fought with FOR.  "
TBE230718,23-Jul-18,10:09,TBE,"LS, EF",Thebe across from staff parking,-17.78587,25.18113,No Rain,,10,Slight,Scrap Heap,Lodge,Buildings,,22,No,,,,,,"BM52318, BM52418, BM52518",1,High,N,4,"Pig nose with face scars. Right sky blue/dark blue, left ripped out",1,NA,Yes,8,,,,,,,,,,,,,"Right sky blue/dark blue, left yellow or green.  RC seen. Pig nose with right sky blue/dark blue and no left (ripped out).  Right sky blue/ dark blue, no left tag. "
MOW230718,23-Jul-18,11:00,MOW,"LS, EF",Woodpile by trash area at MOW,-17.78248,25.15954,No Rain,,45,Very,Scrap Heap,Lodge,Buildings,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,Yes,7,,,,,,,,,,,,,Troop unseen
PLAT230718,23-Jul-18,11:30,PLAT,"LS, EF",Resident's backyard on Tshephe Cresent off of Sedudu Rd,-17.80008,25.15749,No Rain,,65,Very,Scrap Heap,Residential,Buildings,,12,No,,,,,,"BM44217, BM45917",0,Low,NA,NA,NA,0,NA,Yes,5,,,,,,,,,,,,,"Right yellow, left grey? No right, left red. RC seen. Most of troop ran into den."
PAN230718,23-Jul-18,17:08,PAN,"LS, AN",Shipping containers next to Pangolin,-17.81097,25.15486,No Rain,,10,Slight,Scrap Heap,Lodge,Heavily Degraded,,21,No,,2,1,,,,0,High,NA,NA,NA,1,NA,No,,,,,,,,,,,,,,"Right green/purple, left red. Right green/purple, left pink x2. Ad. With quarter tail gone, seen. Right green/purple, left yellow. Right green/purple, left yellow/blue. RC seen w/ right green/purple. Ad. w/ limping back right foot."
